,0,1,2,3,4,5,6,7,8,9,10,11,12,13
10582,AL596223.1,NXF2B,AL353651.3,AL512380.2,LINC00210,AC105999.1,GABBR2,USP17L18,TCF24,HIST1H2AA,IFNA16,AF233439.2,IGLVI-20,LINC02232
10583,LMOD2,TCP11X2,PRAMEF26,KAAG1,SPATA17-AS1,AC010857.1,AC020905.1,USP17L19,LINC00967,AC011824.4,IFNA17,AC025524.2,AC008739.1,EPHA5-AS1
10584,AC004930.1,AL035427.1,C5orf47,AP002748.4,ESRRG,ZMAT4,OR13C2,USP17L20,AP003469.2,HIST1H2BA,IFNA14,AF233439.1,AC010636.1,AC104137.1
10585,AC006148.2,Z95624.1,HNRNPCL4,AP002748.1,AC138024.1,AC022915.2,OR13C5,USP17L21,AP001205.1,AC018755.1,IFNA1,USP17L1,AC010636.2,AL392086.1
10586,AC006148.1,ARL13A,PRAMEF9,TMEM151A,AC093581.1,AL391987.2,AL162427.1,USP17L22,AP000424.1,AL512380.2,AL445623.2,DEFA5,AC003973.1,AL590095.1
10587,TMEM229A,AL773545.1,PRAMEF13,AP001107.3,AL358452.1,AL391987.3,AC011524.2,USP17L23,ACTRT2,AC008667.1,AC011474.2,TTPA,LINC01819,AL445070.1
10588,AC004690.2,BMS1P14,PRAMEF18,AP001107.6,USH2A,CR769775.2,AC011389.2,USP17L24,AC091047.1,AC103855.3,ERVK-28,AC120042.2,AC016735.1,ITIH2
10589,AP000289.1,CR769775.2,AC009185.1,LINC01768,AL450990.1,AL354718.2,LINC00906,USP17L25,LINC01603,AC113361.1,AL357874.2,AC120042.1,KCNG3,ADGRL3-AS1
10590,SPAM1,AL590399.3,NPPB,NBPF6,AL606537.1,AL591926.2,AC011365.1,USP17L12,AP003438.1,AC103855.1,AL450267.1,AC120042.3,AC073534.2,AP001198.1
10591,HYAL4,AL590399.5,AP005131.2,AL591719.2,LINC00538,AC048387.1,OR2S2,KRTAP4-3,AC022639.1,AC142391.1,LINC01400,AC018861.2,AC011503.1,AP002505.1
10592,AC016395.1,LINC01189,LINC00967,CEACAM7,MT1HL1,AL590399.3,AC007786.2,KRTAP4-2,AC018953.1,AC087442.1,LINC01785,NKAIN3,AC139769.2,LDLRAD4-AS1
10593,MYPN,AL772155.1,AL953897.1,AL513188.1,OR13G1,AL590399.5,AC008474.1,KRTAP4-1,AC011124.2,AC024475.4,AC024563.1,LINC02155,LINC01224,AP005131.2
10594,SSU72P8,NXF5,AC103987.2,AL031767.1,AL390860.1,LINC01189,AC011365.2,KRTAP9-1,AC011124.1,AC008667.4,ZNF723,AC025524.1,AC010300.1,AP005131.3
10595,AC006333.1,TCEAL6,LINC01900,SPATA42,OR2G3,AL772155.1,AL357874.2,KRTAP9-2,AP000426.1,AC005920.3,FAM205C,DEFA6,AC074135.1,AP001010.1
10596,ASB15,TCP11X1,AC091043.1,MYBPHL,AC004784.1,AL391987.4,AL031963.2,KRTAP9-3,AP001208.2,AL031775.2,AC010300.1,AC103719.1,AC007795.1,MC5R
10597,AC073323.1,AL135785.1,AC091588.1,AC011510.1,PSG7,ADAM18,AC011369.1,KRTAP9-8,AP001208.1,LINC01989,TRBV23OR9-2,KRTAP12-1,AC079466.1,SLC39A12-AS1
10598,AP000350.4,NXF3,MC5R,AC011462.2,PSG6,GOT1L1,AC008705.1,PDCL2,AP001330.1,AC004147.2,AC012317.1,KRTAP12-2,LINC01233,AC097110.1
10599,AP000350.5,AL391987.4,MC2R,CEACAM5,PSG1,AC084024.1,AC008464.1,EXOC1L,AP001330.2,AL512428.1,LINC2194,AL590822.1,AC005616.1,AC116049.2
10600,PRAMEF18,AL391987.2,AC006557.1,AC243967.1,PSG8-AS1,AC087362.2,LINC01532,KRT20,AP003469.3,AC004147.3,AC008938.1,AL391845.1,AC005394.1,AC108517.1
10601,PRAMEF5,AL391987.3,TBC1D22A-AS1,NPAS4,PSG8,AL353608.2,AC026414.1,AC005597.1,KRTAP10-6,AL133268.3,LINC01567,AC021355.1,LINC01833,AL512641.1
10602,IGLL1,AF130359.1,AP005131.3,AL450468.1,PSG3,AL353608.1,AC010595.1,KRT39,AP001065.2,AC008667.2,AC012451.1,AC108449.3,ABCG5,LINC02380
10603,SPECC1L-ADORA2A,AF212831.1,AC100858.2,AL450468.2,AC115522.1,AC087623.1,AC010486.3,KRT40,AP001065.1,AC023442.2,AC068483.1,INTS9-AS1,AC074135.2,AC013724.1
10604,GSTT4,POU3F4,WASHC5-AS1,AL359694.2,OR2G2,AC087623.2,AC010486.2,KRTAP3-3,TRPM2-AS,AL450468.2,LINC01854,AC025871.1,LINC01858,AC107396.1
10605,PRAMEF11,CYLC1,AC084083.1,HDGFL1,OR2M4,AC069120.1,AC010486.1,KRTAP3-1,AP001062.2,AC079917.1,AC068397.1,AC026979.1,LINC01859,AC093725.2
10606,AP000345.1,SATL1,ADCY8,AL033539.1,OR2M3,AC016813.1,AC117522.2,KRTAP1-4,AP001059.1,AC090458.1,HCN4,LINC00293,AC022145.1,AC093725.1
10607,PCAT14,AC003001.1,NSG2,AL035401.1,OR2M2,SPATA31A5,AC114928.1,KRTAP1-3,KRTAP12-4,AC087276.2,AC068397.2,LINC02209,ZNF723,LINC02494
10608,LINC02557,AL353608.2,AC103726.2,AL139231.1,OR2M5,AP000289.1,AP001458.2,KRTAP1-1,KRTAP10-11,AC087276.3,LINC01224,AC131254.2,AC024563.1,AC019133.1
10609,LINC01658,IGKV1OR9-1,AC087341.1,AL355310.3,OR2L13,AP000290.1,LINC01633,KRTAP2-1,KRTAP10-10,AL450468.1,AC022145.1,FTCD-AS1,LINC01785,AC017091.1
10610,PRAMEF8,AL354794.1,AC104257.1,AL355310.2,OR2L3,LINC01548,PDC,KRTAP2-2,KRTAP10-9,SLC17A4,LINC01859,AP001471.1,AC079466.2,LINC02429
10611,AP000266.1,SPATA31A6,C5orf52,GSTM1,OR2L2,AP000302.1,AL121827.1,KRTAP2-3,KRTAP10-8,LINC01768,LINC01858,AP001476.2,FSHR,AC097501.2
10612,LINC01659,FAM74A7,AC245056.1,AC018866.1,OR2L5,PRAMEF4,SLC22A8,AC004231.1,KRTAP10-7,KCNA10,AC074135.2,AP001476.3,AC092067.1,MC2R
10613,LINC02556,AL445584.2,ANXA13,ERICH4,OR2AK2,PRAMEF10,SLC22A6,GAST,AC025370.1,AP000844.1,AC005307.1,AC090150.1,NCAN,AC021146.12
10614,LINC01784,BX088651.2,FER1L6,AL512380.1,OR2L8,PRAMEF7,CHRM1,KRTAP9-4,AC009446.1,AC044839.3,AC005381.1,AC090150.2,AC009975.1,UGT2A3
10615,AC024601.1,BX664718.1,HAND1,AC104996.1,CEACAM8,PRAMEF6,SCGB1A1,KRTAP9-9,AC022858.1,AP000844.2,AC005394.1,AC037441.1,AC073082.1,UGT2B7
10616,AL445183.1,AL591441.2,AC026688.2,AC104984.2,IRGC,AP000688.4,AP003064.1,KRTAP9-6,AC022730.4,NTM-AS1,AC005616.1,AC037459.4,GTF2A1L,AC022809.1
10617,IGLV3-4,AL591441.1,PRAMEF27,AC104984.6,L34079.1,AC243836.1,SCGB1D4,KRTAP9-7,AC022730.3,AC044839.5,AC079466.2,AC105206.2,AC138655.1,PRR27
10618,IGLV3-6,FAM133A,HNRNPCL3,AC104984.4,AL606534.2,AL591441.1,AC008525.2,KRTAP29-1,PRDM14,AL355990.2,AC079466.1,MBOAT4,AC073283.2,ODAM
10619,IGLV3-7,AL157778.1,PRAMEF25,AC009303.3,AL606534.3,LINC00945,AC008525.1,KRTAP17-1,AC100782.1,AC068205.1,AC011474.3,AC100802.1,LINC01795,AL365356.4
10620,AC119428.1,IGKV1OR-2,AC091820.1,LINC01956,AL591686.1,C1orf158,AC091826.2,KRT33A,AC011632.2,AC008133.1,AC074135.1,AC090541.1,LINC01813,AL365356.3
10621,AL355483.3,AL353608.1,HNRNPCL2,AC012363.2,AL591686.2,PRAMEF12,LINC02060,KRT33B,AC115837.2,AC017002.2,AC109454.3,AC068672.1,MIR217HG,LINC00708
10622,AL355483.2,AC027701.1,AC090193.1,AC073257.2,AL606804.1,PRAMEF1,FAM83C-AS1,KRT34,MIR2052HG,SLC17A1,LINC01843,AC068672.2,AC008554.1,UCMA
10623,IGLV3-15,AC084026.1,AC068228.1,AC073257.1,GCSAML-AS1,LINC01784,AL031668.1,KRTAP4-4,AC103952.1,SLC17A2,AL513165.2,AC009563.1,AC012358.1,AC105390.1
10624,IGLV3-16,AC131254.1,AC091114.1,AC008537.1,L34079.2,PRAMEF11,AL035071.2,AC003958.2,KRTAP10-2,SPACA3,CPLX3,TEX15,AC104781.1,AC044784.1
10625,IGLV3-17,AC131254.3,AC011377.1,AC091820.2,TEX101,HNRNPCL1,FO393400.1,KRT38,AP003692.1,AC084809.2,AC010931.3,AC124290.1,AC093110.1,AC006557.1
10626,LDLRAD1,AC131254.2,AC067773.1,AP000936.1,PSG9,PRAMEF2,AL133343.1,KRT32,AC108860.2,AP003500.1,AC139769.2,AC100818.1,AC092839.2,POTEC
10627,IGLV3-22,LINC02209,HNRNPCL1,FAM187B,OR6F1,NPPB,NOL4L-DT,KRT35,AC023632.5,AP001775.2,LINC01532,UNC5D,AC092839.1,ANKRD30B
10628,IGLVVI-22-1,MBOAT4,AC010609.1,IGKV1OR1-1,AC005392.1,IGFBPL1,AL133343.2,KRTAP4-7,AP003351.1,LINC01397,AC007786.2,AC131254.3,C2orf73,AP006565.1
10629,AC096536.2,AC026979.1,AC025437.2,LINC00904,PSG2,AL591543.1,SLC22A25,KRTAP4-8,AC084346.1,SPATA19,AC007786.3,KRTAP10-4,TSPYL6,LINC01906
10630,MROH7-TTC4,AC036214.3,PRAMEF11,AC008555.3,PSG11,SPATA31A6,SLC22A10,KRTAP4-16,AC087627.1,AC103681.2,AC007795.1,AC084026.1,AC005197.1,AP005121.1
10631,AC073071.1,AC009686.2,AC025437.1,AC008555.6,AL591848.2,AL845311.1,SLC22A24,KRTAP4-9,AC087672.1,AP001979.2,LECT2,KRTAP10-1,GDF1,LINC01444
10632,AC002386.1,AC067930.1,POTEC,PPIAL4F,LINC01743,OR13J1,LINC02059,KRTAP4-12,AC022826.2,SYT13,SMIM32,TSPEAR-AS1,AC010967.2,AL365356.5
10633,AC004014.1,AC034114.2,AC091979.2,LINC01632,AC092801.1,OR2S2,AC016550.3,KRTAP4-6,AC027018.1,AC103681.1,TRPC7,AL589702.1,IGLV3-6,CSN3
10634,C7orf66,AC022778.1,LINC01784,PPIAL4D,AC118555.1,LINC00293,BPIFB2,KRTAP4-5,STAU2-AS1,ROR1-AS1,TRPC7-AS1,AL592464.1,AC011306.1,CABS1
10635,AL162391.1,AC079209.2,AC091939.1,AP000873.3,AC104462.1,AC091163.1,AC016550.1,KRT31,AC104211.4,AL445205.1,TRPC7-AS2,AL592464.2,AC018682.2,AC044784.2
10636,AL356309.2,CA3,AC136424.2,AP000997.2,AC104462.2,AC091163.2,AL050349.1,AC008805.2,JPH1,AL355990.1,AC063980.1,AC242022.1,TMEM247,AL590677.1
10637,IGLVI-20,AC023200.1,PRAMEF1,AP002991.1,OR14A2,IGLV8OR8-1,AL121906.1,AC008738.4,KRTAP10-1,AP000911.3,AC109439.2,AL831784.1,LINC02583,AL157392.1
10638,AP003467.1,AC062004.1,AC136424.1,AP000797.3,AC118470.1,AL512604.2,BPIFB1,AC008738.6,TSPEAR-AS1,NRSN1,AL354989.1,AL139246.4,AC093732.1,AL157392.2
10639,AL133481.1,AC084706.1,SAMD12-AS1,LINC02151,PSG5,LINC01627,BPIFA1,AC008738.3,AL589702.1,KAAG1,AC008406.3,AL139246.1,AC093732.2,LINC00709
10640,AL356753.1,PKIA-AS1,AC107953.2,AP000770.1,AC133551.1,AL513165.2,BPIFA3,AC008738.5,AL592464.1,KIRREL3-AS1,C5orf66-AS1,LINC00165,AC016722.1,AL157401.1
10641,AC016820.1,AC138646.1,MAL2-AS1,AP006216.1,AL645608.1,AL138752.2,AL121901.1,AC007314.1,AL592464.2,SLC4A9,AC022188.1,AC131254.1,AC011477.3,AL138775.1
10642,AL583852.1,AC036214.1,AC091979.1,HMMR-AS1,AL645608.5,FAM240B,BPIFA2,AC092687.2,AC242022.1,AC008438.2,GFRA3,KRTAP10-2,AC011477.4,AL583859.1
10643,AC010163.2,AC009686.1,ANKRD30B,AC008662.1,AL645608.7,FAM74A7,BPIFB4,AC092687.1,AL831784.1,AP003500.2,TMEM215,OR4F29,VTCN1,AL583859.2
10644,AC010163.1,AC025871.1,AP006565.1,APOA5,FAM231C,AL445584.2,BPIFB3,AC099344.1,AL139246.4,AP003397.1,AL157884.2,AL732372.1,AL157904.1,AL136369.2
10645,AC107909.2,INTS9-AS1,LINC01906,AP006216.2,AL356108.1,BX088651.2,BPIFB6,AC096588.1,AL139246.1,PSD2-AS1,DNAI1,AL627309.4,C1orf137,AL136369.1
10646,AC012560.1,AC108449.3,AP005121.1,AP001554.1,LINC01655,BX664718.1,AC016550.2,KRTAP2-4,LINC00165,OR4C6,AL160270.1,AL627309.3,AC009975.2,UGT2B10
10647,IGLV3-2,AC060765.1,LINC01444,LINC01838,AL360013.2,AL591441.2,LINC01699,LINC02496,AC104012.1,AP006437.1,CNTFR-AS1,OR4F5,LINC01779,AP005121.2
10648,LAMB4,AC105031.2,AC037486.1,ZNF30-AS1,AL445470.1,SPATA31A1,AL358393.1,LINC02271,LINC01592,OR5D3P,CYP4F26P,FAM138A,IGLV3-13,AP005242.3
10649,SLC26A3,AC105031.3,SMILR,AC008738.2,AC096644.1,BX005214.1,AL359555.1,AC020741.1,AC111149.1,PTPRJ-AS1,TRBV20OR9-2,AC023491.2,IGLV3-15,AP005242.1
10650,AC024603.1,AC096666.1,AC108136.1,AC010485.1,LYST-AS1,DKK4,AL031651.1,ADGRL3-AS1,AC111149.2,OR4B1,TRBV21OR9-2,AF106564.1,IGLV3-16,AP005901.2
10651,AC013286.1,AC079163.1,AC090753.1,AC104653.2,AL451081.1,CHRNB3,LAMC1-AS1,AC097491.1,RDH10-AS1,OR4X2,TRBV22OR9-2,AC024958.1,IGLV3-17,AC111000.4
10652,AC018442.2,AC062031.1,AC104316.1,AC116914.1,PNMA8C,AC110275.1,LINC01688,AC093730.1,AP003465.2,OR4X1,AC011507.1,AC133551.1,AC010967.1,AC096721.1
10653,AC010997.2,LINC01911,AC100871.2,LINC01975,AC007193.3,AADACL3,RGS8,GJD3,AC012339.1,OR4S1,C15orf59,AL645608.1,AC139712.3,AL355339.1
10654,AC004112.1,LINC02235,FER1L6-AS2,AC087292.1,AC007193.1,BX005040.3,AL121895.1,LRRC3C,LINC01298,AP003025.2,LMAN1L,SFTPC,LINC01867,TMPRSS11D
10655,AL162584.1,AC009480.1,LINC01942,OR1A1,AC007193.2,BX005040.1,AL035420.2,AC090844.3,MIR3150BHG,AL158847.1,AC008406.2,AL645608.7,AC007402.1,TMPRSS11A
10656,AL589923.1,CACNA1G-AS1,AC090192.2,OR3A1,AC006262.3,AL935212.2,AC099554.1,TECRL,AC022893.3,OR4C46,AC008406.1,FAM231C,AC009234.1,TMPRSS11F
10657,IGLJ1,AC021491.3,AC016405.2,AC091819.1,AC006262.2,AL935212.1,AL121753.1,AC093857.1,AC090735.1,OR4A5,C5orf66-AS2,AC007325.1,AC009971.1,UGT2B15
10658,AL731555.1,LINC00483,LINC01863,DPP10-AS1,IGFL3,AL773545.1,AC008448.1,AC073508.2,AC011131.1,PCDHA2,NEUROG1,AC011043.2,AL136376.1,AL162408.1
10659,AC073626.1,WFIKKN2,AC008663.2,AC009312.1,AL356364.1,BMS1P14,AC114316.1,KRT24,AC021785.1,TRIM48,LINC01959,AC011841.1,IGKV3D-31,AC074124.1
10660,PPP1R3A,AC091062.1,LINC01109,TMIGD1,AL670729.3,FP325318.1,AC114316.2,KRT25,AC037459.4,AL355310.3,AC006504.2,LINC01342,IGKV1D-32,AC093810.1
10661,LINC01548,AC096558.1,PRAMEF2,AC008662.2,AL353593.3,IGKV1OR9-2,AC008799.2,KRT26,KRTAP21-2,LEUTX,AC010511.1,AP001469.2,RTBDN,LNCPRESS2
10662,AC018464.1,AC096558.2,FER1L6-AS1,AC109466.1,AC096644.4,AL353626.1,PGA4,KRT27,KRTAP21-3,AL139231.1,AC020905.1,BX004987.1,IGKV2D-14,OR8B3
10663,AC000061.1,AC018616.1,PNPLA3,LINC02143,AP003397.1,AL135785.1,AP003721.2,KRT28,KRTAP20-3,LGALS14,AC002428.1,AC171558.1,IGLL1,PATE3
10664,CFTR-AS1,PMP2,Z85994.1,LINC01938,AP002856.1,AADACL4,DKFZP434K028,AC090283.1,KRTAP20-2,AC005515.2,AC093074.1,AC171558.3,AL356387.1,OR8B8
10665,CFTR,FABP9,MIR3150BHG,AC008415.1,AP002856.2,SPATA31A7,AP002754.2,AC004231.3,KRTAP20-4,LGALS16,AC008794.1,MIR1302-2HG,CHIA,OR8B12
10666,ASZ1,AC062032.1,AC062004.1,AC114321.1,AP002856.4,C9orf92,AP002754.1,KRT12,KRTAP20-1,CEACAM18,LINC01708,AL645608.5,AL355816.1,OR8A1
10667,AL512656.1,RDH10-AS1,AC025752.1,LINC01947,AP001469.1,AL450003.1,AP003559.1,AC105390.1,KRTAP6-1,KIRREL3-AS2,AC093019.2,LGI3,SPECC1L-ADORA2A,PANX3
10668,AL133481.3,AC111149.2,LINC01656,AC091819.2,AP001468.1,AL358117.1,AP003108.1,AC008736.2,KRTAP22-1,AC020914.1,AL162231.3,KRTAP10-12,GSTT4,VSIG2
10669,IGLC6,AC104012.1,LINC00207,DPP10-AS2,FTCD-AS1,AL162725.2,AC113167.1,AC013724.1,KRTAP6-2,AP002833.1,FAM205A,AC090103.1,AC079117.1,LINC02483
10670,IGLJ6,AC111149.1,LINC00229,DRD2,AP001471.1,AL596451.1,AL590422.1,AC107396.1,CAMTA1-DT,AP001783.1,AL356489.2,AC009623.2,AC010422.5,OR6X1
10671,IGLJ5,STAU2-AS1,PRR5-ARHGAP8,CLDN25,AP001476.2,AL513422.1,AL133553.1,AC093725.2,KRTAP22-2,OR4A16,AL356489.1,AC009623.1,AC010422.1,OR6M1
10672,AC099677.4,AC027018.1,LINC00964,AP003170.3,AP001476.3,PTPRD-AS2,AL133383.1,AC093725.1,KRTAP19-7,AP002833.2,LINC01251,AC107373.1,AC103563.2,TMEM225
10673,ZYG11A,AC022826.2,SLC36A3,HTR3B,AP001476.1,AL135790.1,LINC01350,LINC02494,KCNV2,GSTM1,IL9,AC107373.2,TEKT4,OR8D4
10674,AP000302.1,KRTAP10-6,AP003115.1,SRGAP2-AS1,AC136612.1,AL451129.1,LINC02144,AC019133.1,AL353614.1,AL139294.1,AC002428.2,NEFL,ANKRD20A8P,BLID
10675,AL591167.1,KRTAP10-7,SLC36A2,AC244021.2,AC011043.2,AL589678.1,LINC02488,AC017091.1,AF106564.1,AC010320.4,AC005580.1,AC107959.5,AC008543.4,AP000755.1
10676,PRAMEF4,KRTAP10-8,AL391597.1,LINC01691,AL391845.1,TRBV20OR9-2,AC008539.1,LINC02429,AC024958.1,AL355310.2,AC036214.3,AC069113.2,AC008543.5,AP000755.2
10677,CDCP2,TEX15,AP003117.2,AC239859.3,AC023491.2,AC011853.2,LINC02161,AC097501.2,ADAM7,ZNF534,AC009686.2,AC013643.2,IGKV1OR2-1,BSX
10678,AL357673.1,KRTAP10-10,AL137789.2,AC246680.1,AL360093.1,C8orf34-AS1,AC074131.1,AC108517.1,AC023202.1,AC022150.3,APOC4,AC114498.1,AC233266.2,OR10G6
10679,IGLJ7,KRTAP10-11,AP005901.2,AC020907.4,LINC01710,AC083967.1,AP003306.1,AC007249.1,AC012574.2,AP002856.2,AC011481.1,LINC00316,AC233263.6,HEPN1
10680,AC002463.1,KRTAP12-4,FCAMR,AP006216.3,TGFB2-AS1,LURAP1L-AS1,SCGB2A1,LINC02380,AC012574.1,AC104116.1,ANGPTL3,BX322557.1,IGKV1OR2-118,AP002765.1
10681,AC010997.3,AP001059.1,AL445493.3,AC020907.1,LINC01653,LINC00583,AL161734.1,AC021860.1,KRTAP6-3,AP002856.3,AC103923.1,AL133499.1,ZNF878,NANOS2
10682,AC018511.1,AP001062.2,AC090987.1,AC008680.1,AC008635.1,IFNW1,AP003733.3,AC079921.1,AC103719.1,AC006272.1,AC099794.1,AP001469.1,IGKV3D-34,PGLYRP1
10683,AC018511.2,TRPM2-AS,AC103764.1,FAM196B,AC136616.2,AC022858.1,AL136172.1,CHRNA9,LINC02153,ZNF649-AS1,LINC01739,AP001468.1,IGKV1D-35,IGFL3
10684,AC063962.1,AP001065.1,LINC01591,FOXI1,AC136616.3,AL162253.1,AL445228.1,AC098869.2,AC015468.2,C11orf44,AL162400.1,AC136352.2,IGKV2D-36,AC112250.2
10685,AC022540.1,AC022858.1,AC040914.1,LINC01187,AC136616.1,AL162384.1,AL109827.1,AC131953.1,AC015468.1,F2,AL162400.2,AC136352.3,IGKV1D-37,DSPP
10686,AL391421.1,GOT1L1,AC079098.1,AC027306.1,AL590822.1,TPD52L3,C20orf173,UCHL1-AS1,AC015468.4,AC008667.3,AC040914.1,AC141272.1,IGKV2D-38,AP003501.1
10687,AL450306.1,AC084024.1,AC013546.1,AC008619.1,HIST3H3,TCF24,AP001458.1,AC105389.2,AC018541.1,AC018410.2,AC099791.3,AC136616.2,IGKV2D-40,OR4D5
10688,KCNMA1-AS3,AP001065.2,LINC01298,AC027312.1,AL670729.2,IFNA5,AP001363.1,PHOX2B,KRTAP19-6,AP003025.1,JPH1,AL669831.2,IGKV2-40,OR6T1
10689,AL731575.1,KRTAP10-9,AC138647.1,AC008514.1,AL161640.1,IFNA6,AC093281.2,AC105389.3,KRTAP19-4,AL359694.2,AC103952.1,OR4F16,IGKV2-38,OR10S1
10690,AC092590.1,AC009563.1,AC104417.2,AP002884.3,AL355472.4,IFNA13,AC093281.1,AC105389.1,PRAMEF8,AP002856.4,MIR2052HG,COL18A1-AS2,IGKV2-36,HEPACAM
10691,KCNMA1-AS2,AC068672.2,AC100868.1,HPN-AS1,AL122008.4,IFNA2,AL355482.1,LINC00974,PRAMEF5,AP002856.1,AC115837.2,LINC01345,IGKV1-35,AC004054.1
10692,KCNMA1-AS1,AC068672.1,PNPLA5,APOA4,AL122008.3,AL353732.1,ZNF648,AC108210.1,AC037441.1,LINC02098,AC011632.2,LINC01346,IGKV3-34,AP001007.2
10693,AC073130.2,AF279873.3,HPYR1,APOC3,LINC01744,IFNA8,SCGB1D1,AC100793.4,AL133480.1,HDGFL1,AC100782.1,AL365330.1,IGKV2D-30,PKNOX2-AS1
10694,AP003117.2,AF279873.4,AC133634.1,APOA1-AS,LINC01745,IFNA1,AL157413.1,AC106052.1,TPD52L3,AL033539.1,AC022778.1,CCDC27,AC008758.1,AP001007.1
10695,AC022400.2,AC087855.2,CLMAT3,AC091820.1,AC011481.1,IFNE,AL158090.1,AC111006.1,AL162384.1,AL035401.1,AC079209.2,AL136528.2,AC008758.2,IBSP
10696,AP003115.1,AC090993.1,LINC01589,AC008601.1,APOC4,AL161909.2,LINC01721,AC024022.1,AL162253.1,AC008750.3,AC110011.1,AL512413.1,IGKV6D-41,MEPE
10697,AL161908.1,AC087855.1,AC108112.1,AC008708.2,BHMG1,SLC24A2,AL110503.1,GRXCR1,SFTPC,AC018755.2,LINC01748,USP17L2,IGKV2D-18,AC107067.1
10698,LMX1B,LINC01288,LINC01411,AC008464.1,AL353052.1,CAMTA1-DT,LHX9,AC111198.1,LGI3,AC008750.4,AC245748.1,USP17L7,IGKV2D-19,PIGY
10699,AP000290.1,UNC5D,BX324167.2,AC008705.1,AL109810.2,LINC00967,AL365258.1,LINC02383,AC021355.1,AP003121.1,AC245748.3,AC022690.2,IGKV6D-21,AC098582.1
10700,AC093714.1,LINC01111,BX324167.1,AC011369.1,TRIM67,B3GALT5,LINC01455,AC110799.1,AL589678.1,LINC01702,AC009686.1,AC016813.1,IGKV2D-23,OR8G5
10701,AL356309.1,AC124290.1,SULT4A1,AC011365.2,AL118511.1,B3GALT5-AS1,AC008496.2,LINC02475,AL451129.1,AC011468.3,AC034114.2,AC069120.1,IGKV2D-24,OR8D1
10702,OBP2A,JPH1,HHLA1,AP002840.1,AL118511.2,AF064860.2,BHMT,LINC00682,AL135790.1,AP001993.1,RALYL,LZTS1-AS1,IGKV3D-25,OR8D2
10703,LINC01502,AC103952.1,GLRA1,AC011389.2,CAPN9,IGSF5,MAJIN,AC011478.1,PTPRD-AS2,KIRREL3-AS3,AC011773.4,AC087623.1,IGKV2D-26,PRAMEF14
10704,AL354761.1,MIR2052HG,LINC01933,PPIAL4E,AC096639.1,PCP4,LINC01701,AC011507.1,AC105206.2,AC008750.1,AC011773.1,ZMAT4,IGKV1D-27,AC018697.1
10705,AC009446.1,AC115837.2,FOXI1,AP002518.2,AL592402.1,DSCAM,CFHR4,LINC01834,AC090150.2,SIGLEC8,AC099518.2,AC010857.1,AC138474.1,AC104961.1
10706,AL606748.1,AC011632.2,NMUR2,AP002518.1,AC104333.4,DSCAM-AS1,BX248415.1,AC020897.1,LINC01230,AP003481.1,AC099518.6,AC105999.1,IGKV1OR2-6,AQP4-AS1
10707,SYTL5,AC100782.1,FAM196B,NXPE1,SPATA45,BACE2-IT1,CFHR3,AC020912.1,DMRT1,AC011452.1,AC004381.1,AC105999.2,IGKV3OR2-5,PCAT18
10708,HYPM,AC022274.1,LINC01470,AP000462.3,AL139161.2,LINC01672,AL121904.1,LINC01791,AL136979.1,AC010624.2,AC027701.1,AC022733.2,IGKV2OR2-7D,AC012588.1
10709,AL121578.3,CASC9,LINC01861,AP000462.1,AL353052.2,AL591163.1,AL391119.1,AC025809.1,AL158832.1,AC243967.2,TMC5,AC022733.1,IGKV2OR2-10,AC018371.1
10710,AF241726.2,AC067773.1,AC091962.1,AP003174.2,SNAP47-AS1,AL591222.1,AL078587.1,AC008992.1,AC090103.1,CEACAM6,AC130456.4,AC087518.1,IGKV1OR2-9,AQP4
10711,AC093458.1,LINC01109,AC011257.1,AP003174.1,AL451047.1,AL137071.1,LINC01733,AC008794.2,AC009623.2,IZUMO2,AC130456.3,AC007991.4,AC159540.1,AP001970.1
10712,AC011131.1,AC100818.1,AL445493.2,AP000997.1,AL353689.2,GLIS3-AS1,AP000944.1,AC004149.1,AC009623.1,AC243967.1,AC021483.1,AC007991.3,AC013727.1,OR10G4
10713,FAM47C,ADAM7,PRAMEF5,NCAM1-AS1,AL117348.2,AC011131.1,AP001092.1,LINC02278,AC107373.1,AC005753.1,AC021483.2,ADAM2,AC011511.3,AC090772.2
10714,AC090735.1,AC024958.1,PRAMEF8,AC011365.1,AC092811.2,AC090735.1,SLC22A12,AC003098.1,AC107373.2,PANX3,AC016705.1,AC087623.2,AC073987.1,OR10G9
10715,AL606516.1,AF106564.1,PHF21B,AP001150.1,AL391811.1,AL512330.1,AP005273.1,AC097535.1,NKX2-6,AC008781.2,AC108451.1,AP001631.1,AC108051.1,ATOH1
10716,AP003392.5,AC091096.2,AC008708.2,AP004147.1,AL596330.1,Z97987.1,GPHA2,AC016687.3,AL162419.1,PCDHGC5,AC023200.1,ZNF705D,LINC01935,AC096746.1
10717,AC022893.3,AC104211.4,Z82186.1,AC025437.5,CCDC185,AL365194.1,F13B,LINC02484,GLIS3-AS1,PCDHGC4,SLC10A5,DEFB130B,IGKV3D-7,AC108067.1
10718,AP003392.3,AC104211.3,AC008601.1,HJV,PGLYRP1,AL359881.3,CFHR5,AC093689.1,AL137071.1,AC005618.2,AC132219.1,DEFB134,SLC9A2,BMPR1B-DT
10719,AP003392.1,AC117834.1,LINC00898,AC243756.1,NANOS2,AL359881.2,CFHR2,AC104078.2,AL354977.1,KLK15,LINC02235,DEFB135,AC007271.1,PDHA2
